"name","first_release","versions","archived","index"
"Distance","2012-08-01 20:11:00",14,TRUE,4134
"coexist","2012-08-02 07:32:00",1,FALSE,4135
"mlica2","2012-08-02 19:26:00",2,TRUE,4136
"dgof","2012-08-04 13:09:00",2,TRUE,4137
"taRifx.geo","2012-08-04 13:26:00",2,TRUE,4138
"deamer","2012-08-05 06:07:00",1,FALSE,4139
"tiff","2012-08-05 06:07:00",5,TRUE,4140
"notifyR","2012-08-05 17:40:00",2,TRUE,4141
"rpf","2012-08-06 09:46:00",33,TRUE,4142
"Kpart","2012-08-06 18:42:00",4,TRUE,4143
"ds","2012-08-07 15:07:00",3,TRUE,4144
"weathermetrics","2012-08-07 17:40:00",3,TRUE,4145
"aftgee","2012-08-08 05:28:00",9,TRUE,4146
"fugeR","2012-08-08 13:29:00",1,FALSE,4147
"CGP","2012-08-08 18:54:00",2,TRUE,4148
"GPfit","2012-08-09 05:35:00",4,TRUE,4149
"p2distance","2012-08-09 08:27:00",1,FALSE,4150
"FormalSeries","2012-08-09 12:40:00",1,FALSE,4151
"bvenn","2012-08-09 12:57:00",1,FALSE,4152
"afex","2012-08-09 17:10:00",17,TRUE,4153
"PLIS","2012-08-10 03:27:00",2,TRUE,4154
"R0","2012-08-10 12:27:00",10,TRUE,4155
"EDanalysis","2012-08-11 03:21:00",2,TRUE,4156
"PAS","2012-08-11 07:33:00",3,TRUE,4157
"TSEN","2012-08-11 07:33:00",1,TRUE,4158
"boostSeq","2012-08-11 15:09:00",1,FALSE,4159
"nlmrt","2012-08-12 15:24:00",7,TRUE,4160
"boussinesq","2012-08-13 13:18:00",3,TRUE,4161
"bootES","2012-08-13 18:05:00",3,TRUE,4162
"diveRsity","2012-08-14 07:21:00",17,TRUE,4163
"rHpcc","2012-08-14 07:31:00",1,FALSE,4164
"FMStable","2012-08-14 07:45:00",3,TRUE,4165
"Interact","2012-08-14 07:46:00",2,TRUE,4166
"gamlss","2012-08-14 17:05:00",21,TRUE,4167
"lsmeans","2012-08-15 05:19:00",43,TRUE,4168
"sphereplot","2012-08-15 13:24:00",5,TRUE,4169
"magicaxis","2012-08-15 13:25:00",14,TRUE,4170
"ccaPP","2012-08-16 05:49:00",6,TRUE,4171
"Bayesthresh","2012-08-16 07:09:00",4,TRUE,4172
"pander","2012-08-17 08:19:00",10,TRUE,4173
"PF","2012-08-17 08:24:00",2,TRUE,4174
"PPtree","2012-08-17 22:01:00",3,TRUE,4175
"phonR","2012-08-18 05:45:00",9,TRUE,4176
"MATTOOLS","2012-08-19 05:21:00",1,FALSE,4177
"cxxfunplus","2012-08-19 05:26:00",1,FALSE,4178
"genlasso","2012-08-19 13:54:00",4,TRUE,4179
"cudia","2012-08-19 13:55:00",1,FALSE,4180
"RPCLR","2012-08-19 16:38:00",1,FALSE,4181
"BigTSP","2012-08-21 06:34:00",1,FALSE,4182
"pacbpred","2012-08-21 17:22:00",4,TRUE,4183
"mmm","2012-08-22 08:27:00",5,TRUE,4184
"BTYD","2012-08-22 12:00:00",3,TRUE,4185
"minerva","2012-08-22 13:39:00",8,TRUE,4186
"acer","2012-08-22 21:27:00",2,TRUE,4187
"vcf2geno","2012-08-22 21:32:00",10,TRUE,4188
"classify","2012-08-22 21:35:00",4,TRUE,4189
"trustOptim","2012-08-23 06:09:00",10,TRUE,4190
"mRMRe","2012-08-23 06:10:00",8,TRUE,4191
"tmg","2012-08-23 06:12:00",3,TRUE,4192
"seq2R","2012-08-23 13:47:00",1,TRUE,4193
"epr","2012-08-23 13:49:00",3,TRUE,4194
"perry","2012-08-23 14:05:00",3,TRUE,4195
"Simpsons","2012-08-23 14:41:00",1,FALSE,4196
"FinancialInstrument","2012-08-23 15:46:00",3,TRUE,4197
"seem","2012-08-24 06:31:00",1,TRUE,4198
"PDSCE","2012-08-24 19:11:00",3,TRUE,4199
"STARSEQ","2012-08-24 19:22:00",2,TRUE,4200
"dna","2012-08-25 05:44:00",3,TRUE,4201
"bayesGDS","2012-08-28 05:24:00",4,TRUE,4202
"smart","2012-08-28 17:15:00",2,TRUE,4203
"cancerTiming","2012-08-29 05:11:00",7,TRUE,4204
"wgsea","2012-08-29 12:04:00",4,TRUE,4205
"tightClust","2012-08-29 14:25:00",1,FALSE,4206
"bc3net","2012-08-29 14:27:00",5,TRUE,4207
"DynClust","2012-08-30 15:09:00",9,TRUE,4208
"commandr","2012-08-30 18:27:00",3,TRUE,4209
"C50","2012-08-30 18:36:00",9,TRUE,4210
"popReconstruct","2012-08-30 18:46:00",3,TRUE,4211
"fmt","2012-08-30 19:46:00",1,FALSE,4212
"MBmca","2012-08-31 12:55:00",7,TRUE,4213
"clusteval","2012-08-31 17:17:00",1,FALSE,4214
"carcass","2012-09-01 05:55:00",7,TRUE,4215
"twoStageGwasPower","2012-09-01 17:05:00",1,FALSE,4216
"pbdMPI","2012-09-03 10:03:00",19,TRUE,4217
"ggsubplot","2012-09-04 06:16:00",4,TRUE,4218
"gtable","2012-09-04 06:16:00",3,TRUE,4219
"mlPhaser","2012-09-04 13:38:00",1,FALSE,4220
"SeqGrapheR","2012-09-05 09:57:00",3,TRUE,4221
"ggmcmc","2012-09-05 12:16:00",14,TRUE,4222
"hbsae","2012-09-05 13:03:00",1,FALSE,4223
"chords","2012-09-05 16:00:00",3,TRUE,4224
"vows","2012-09-07 15:39:00",6,TRUE,4225
"R2MLwiN","2012-09-07 15:46:00",18,TRUE,4226
"sirad","2012-09-07 19:37:00",5,TRUE,4227
"rdd","2012-09-08 05:48:00",8,TRUE,4228
"base64enc","2012-09-08 05:50:00",4,TRUE,4229
"lavaan","2012-09-08 07:17:00",15,TRUE,4230
"oem","2012-09-09 17:10:00",9,TRUE,4231
"Deducer","2012-09-10 06:41:00",6,TRUE,4232
"pnmtrem","2012-09-10 09:35:00",3,TRUE,4233
"hmeasure","2012-09-10 11:50:00",1,FALSE,4234
"rlandscape","2012-09-11 06:06:00",1,TRUE,4235
"BayesNI","2012-09-11 06:13:00",1,FALSE,4236
"postgwas","2012-09-11 06:35:00",5,TRUE,4237
"DeducerText","2012-09-11 06:42:00",3,TRUE,4238
"fdasrvf","2012-09-11 06:50:00",16,TRUE,4239
"fdasrvf","2012-09-11 06:50:00",16,TRUE,4240
"metamisc","2012-09-12 04:45:00",10,TRUE,4241
"Sleuth3","2012-09-12 04:58:00",5,TRUE,4242
"ldr","2012-09-12 05:01:00",5,TRUE,4243
"geneSignatureFinder","2012-09-12 08:44:00",2,TRUE,4244
"rdyncall","2012-09-12 14:55:00",1,TRUE,4245
"RWeather","2012-09-13 08:57:00",3,TRUE,4246
"bootfs","2012-09-14 07:21:00",6,TRUE,4247
"sdnet","2012-09-14 17:01:00",7,TRUE,4248
"DiscriMiner","2012-09-14 19:32:00",5,TRUE,4249
"orcutt","2012-09-15 13:24:00",5,TRUE,4250
"DBKGrad","2012-09-16 17:48:00",7,TRUE,4251
"JMbayes","2012-09-17 07:27:00",21,TRUE,4252
"DeducerSurvival","2012-09-17 08:25:00",1,FALSE,4253
"Giza","2012-09-17 14:00:00",1,FALSE,4254
"bigmemory.sri","2012-09-17 14:57:00",2,TRUE,4255
"rbundler","2012-09-18 06:24:00",6,TRUE,4256
"MitISEM","2012-09-18 18:43:00",3,TRUE,4257
"NScluster","2012-09-19 07:58:00",4,TRUE,4258
"MTurkR","2012-09-19 10:08:00",12,TRUE,4259
"namespace","2012-09-19 22:10:00",1,FALSE,4260
"binomialcftp","2012-09-20 06:42:00",1,FALSE,4261
"upclass","2012-09-20 19:28:00",2,TRUE,4262
"parspatstat","2012-09-21 12:08:00",3,TRUE,4263
"rspa","2012-09-21 12:35:00",10,TRUE,4264
"NonpModelCheck","2012-09-22 04:33:00",3,TRUE,4265
"utility","2012-09-23 06:12:00",7,TRUE,4266
"pkgutils","2012-09-23 17:15:00",7,TRUE,4267
"SmarterPoland","2012-09-24 21:39:00",5,TRUE,4268
"eeptools","2012-09-25 06:00:00",8,TRUE,4269
"lpint","2012-09-25 06:02:00",2,TRUE,4270
"svapls","2012-09-25 17:08:00",5,TRUE,4271
"ccChooser","2012-09-26 03:01:00",1,FALSE,4272
"numbers","2012-09-26 07:37:00",9,TRUE,4273
"sms","2012-09-26 07:43:00",5,TRUE,4274
"BDgraph","2012-09-26 08:49:00",47,TRUE,4275
"CopulaRegression","2012-09-26 12:41:00",6,TRUE,4276
"kelvin","2012-09-27 05:25:00",4,TRUE,4277
"planor","2012-09-27 11:08:00",12,TRUE,4278
"Brq","2012-09-27 16:09:00",2,TRUE,4279
"reccsim","2012-09-28 15:04:00",1,TRUE,4280
"pvar","2012-09-28 17:06:00",6,TRUE,4281
"logmult","2012-09-29 21:04:00",7,TRUE,4282
"ChangeAnomalyDetection","2012-09-30 06:29:00",2,TRUE,4283
"AncestryMapper","2012-10-01 12:18:00",4,TRUE,4284
"biasbetareg","2012-10-01 14:49:00",1,FALSE,4285
"TScompare","2012-10-01 22:05:00",4,TRUE,4286
"stargazer","2012-10-02 03:24:00",13,TRUE,4287
"CompLognormal","2012-10-02 06:12:00",3,TRUE,4288
"rPlant","2012-10-02 06:17:00",7,TRUE,4289
"TSdata","2012-10-02 06:52:00",6,TRUE,4290
"R2G2","2012-10-02 14:27:00",3,TRUE,4291
"CopyDetect","2012-10-03 05:55:00",3,TRUE,4292
"tabplotd3","2012-10-03 14:31:00",3,TRUE,4293
"rworldxtra","2012-10-03 17:22:00",1,FALSE,4294
"fastSOM","2012-10-04 11:35:00",2,TRUE,4295
"FRCC","2012-10-04 19:01:00",1,FALSE,4296
"freeknotsplines","2012-10-04 20:58:00",1,FALSE,4297
"Rivivc","2012-10-05 05:37:00",1,FALSE,4298
"r2stl","2012-10-05 08:24:00",1,FALSE,4299
"protiq","2012-10-08 07:17:00",4,TRUE,4300
"PRISMA","2012-10-08 10:38:00",7,TRUE,4301
"RAMpath","2012-10-08 13:43:00",7,TRUE,4302
"coalescentMCMC","2012-10-08 14:13:00",5,TRUE,4303
"expoRkit","2012-10-08 16:53:00",1,FALSE,4304
"peplib","2012-10-09 15:49:00",3,TRUE,4305
"quadrupen","2012-10-10 05:41:00",7,TRUE,4306
"TESS","2012-10-10 09:35:00",6,TRUE,4307
"BayesFactor","2012-10-11 15:34:00",22,TRUE,4308
"VIM","2012-10-11 16:17:00",10,TRUE,4309
"MMS","2012-10-12 08:30:00",3,TRUE,4310
"agRee","2012-10-12 19:51:00",8,TRUE,4311
"ZeligChoice","2012-10-12 21:07:00",9,TRUE,4312
"REPPlab","2012-10-13 09:04:00",7,TRUE,4313
"pbdSLAP","2012-10-13 12:10:00",13,TRUE,4314
"opmdata","2012-10-13 15:01:00",7,TRUE,4315
"enaR","2012-10-14 06:15:00",11,TRUE,4316
"pbdBASE","2012-10-15 06:15:00",8,TRUE,4317
"muscle","2012-10-15 13:57:00",5,TRUE,4318
"lineup","2012-10-15 14:26:00",2,TRUE,4319
"broman","2012-10-15 14:29:00",11,TRUE,4320
"xoi","2012-10-15 15:30:00",3,TRUE,4321
"SAM","2012-10-15 16:25:00",4,TRUE,4322
"pbdDMAT","2012-10-15 20:01:00",8,TRUE,4323
"Ridit","2012-10-15 20:03:00",1,FALSE,4324
"mcpd","2012-10-16 16:24:00",1,TRUE,4325
"cvq2","2012-10-16 16:38:00",6,TRUE,4326
"ZeligGAM","2012-10-17 07:23:00",2,TRUE,4327
"bmk","2012-10-17 07:29:00",1,FALSE,4328
"ritis","2012-10-17 08:43:00",7,TRUE,4329
"geeM","2012-10-18 06:09:00",10,TRUE,4330
"nlts","2012-10-18 06:09:00",3,TRUE,4331
"psytabs","2012-10-18 06:09:00",3,TRUE,4332
"AOfamilies","2012-10-18 13:22:00",2,TRUE,4333
"breakage","2012-10-18 13:22:00",3,TRUE,4334
"nontarget","2012-10-18 18:11:00",7,TRUE,4335
"HiPLARM","2012-10-18 18:25:00",1,TRUE,4336
"TwoCop","2012-10-19 06:44:00",1,FALSE,4337
"ropensnp","2012-10-19 13:09:00",3,TRUE,4338
"SMR","2012-10-19 14:05:00",3,TRUE,4339
"MBI","2012-10-20 06:45:00",1,FALSE,4340
"capme","2012-10-21 16:04:00",1,TRUE,4341
"nopp","2012-10-22 08:48:00",5,TRUE,4342
"Compounding","2012-10-22 11:08:00",3,TRUE,4343
"ZeligMultilevel","2012-10-22 15:58:00",2,TRUE,4344
"autopls","2012-10-23 06:40:00",6,TRUE,4345
"AID","2012-10-23 06:54:00",14,TRUE,4346
"conics","2012-10-23 11:07:00",3,TRUE,4347
"antitrust","2012-10-23 11:44:00",5,TRUE,4348
"hwriterPlus","2012-10-23 16:45:00",2,TRUE,4349
"bursts","2012-10-24 06:41:00",2,TRUE,4350
"pheno2geno","2012-10-24 06:49:00",5,TRUE,4351
"GLDEX","2012-10-24 06:59:00",9,TRUE,4352
"dpglasso","2012-10-24 07:09:00",1,FALSE,4353
"fwi.fbp","2012-10-25 06:15:00",6,TRUE,4354
"Rdpack","2012-10-25 13:31:00",9,TRUE,4355
"gemtc.jar","2012-10-25 15:59:00",3,TRUE,4356
"kitagawa","2012-10-26 06:07:00",3,TRUE,4357
"geomorph","2012-10-26 19:59:00",25,TRUE,4358
"lavaan.survey","2012-10-27 14:30:00",7,TRUE,4359
"LowRankQP","2012-10-29 06:57:00",3,TRUE,4360
"CarbonEL","2012-10-29 07:56:00",1,TRUE,4361
"CombMSC","2012-10-29 07:56:00",1,FALSE,4362
"CompareTests","2012-10-29 07:56:00",3,TRUE,4363
"CorrBin","2012-10-29 07:56:00",4,TRUE,4364
"Covpath","2012-10-29 07:56:00",1,TRUE,4365
"DIME","2012-10-29 07:56:00",3,TRUE,4366
"ExPD2D","2012-10-29 07:57:00",1,TRUE,4367
"FactMixtAnalysis","2012-10-29 07:57:00",1,FALSE,4368
"ForImp","2012-10-29 07:57:00",4,TRUE,4369
"FourScores","2012-10-29 07:57:00",1,FALSE,4370
"GA4Stratification","2012-10-29 07:57:00",2,TRUE,4371
"GANPAdata","2012-10-29 07:57:00",1,FALSE,4372
"GWASExactHW","2012-10-29 07:57:00",2,TRUE,4373
"GeneF","2012-10-29 07:57:00",1,FALSE,4374
"HMMmix","2012-10-29 07:57:00",2,TRUE,4375
"HPbayes","2012-10-29 07:57:00",1,FALSE,4376
"Hotelling","2012-10-29 07:57:00",5,TRUE,4377
"IFP","2012-10-29 07:57:00",5,TRUE,4378
"ISDA.R","2012-10-29 07:57:00",1,FALSE,4379
"ImpactIV","2012-10-29 07:57:00",1,FALSE,4380
"IndependenceTests","2012-10-29 07:57:00",2,TRUE,4381
"InfDim","2012-10-29 07:57:00",1,FALSE,4382
"Julia","2012-10-29 07:57:00",2,TRUE,4383
"LDdiag","2012-10-29 07:57:00",1,TRUE,4384
"LIStest","2012-10-29 07:57:00",2,TRUE,4385
"LN3GV","2012-10-29 07:57:00",1,TRUE,4386
"LTR","2012-10-29 07:57:00",1,FALSE,4387
"MBCluster.Seq","2012-10-29 07:57:00",1,FALSE,4388
"MCUSUM","2012-10-29 07:57:00",1,TRUE,4389
"MEWMA","2012-10-29 07:57:00",1,TRUE,4390
"MindOnStats","2012-10-29 07:57:00",3,TRUE,4391
"Miney","2012-10-29 07:57:00",1,FALSE,4392
"NMRS","2012-10-29 07:57:00",1,TRUE,4393
"NPMPM","2012-10-29 07:57:00",1,FALSE,4394
"OPE","2012-10-29 07:57:00",1,TRUE,4395
"ORDER2PARENT","2012-10-29 07:57:00",1,FALSE,4396
"Oncotree","2012-10-29 07:57:00",4,TRUE,4397
"PCS","2012-10-29 07:57:00",2,TRUE,4398
"PKmodelFinder","2012-10-29 07:57:00",1,TRUE,4399
"PSCN","2012-10-29 07:57:00",1,TRUE,4400
"Peaks","2012-10-29 07:57:00",1,FALSE,4401
"PopGenKit","2012-10-29 07:57:00",1,FALSE,4402
"QLSpline","2012-10-29 07:57:00",1,TRUE,4403
"R1magic","2012-10-29 07:57:00",3,TRUE,4404
"RAtmosphere","2012-10-29 07:57:00",2,TRUE,4405
"RDF","2012-10-29 07:57:00",1,TRUE,4406
"RGCCA","2012-10-29 07:57:00",5,TRUE,4407
"RHT","2012-10-29 07:57:00",1,FALSE,4408
"ROCwoGS","2012-10-29 07:57:00",1,FALSE,4409
"RandForestGUI","2012-10-29 07:57:00",1,TRUE,4410
"RcmdrPlugin.PT","2012-10-29 07:57:00",1,TRUE,4411
"RcmdrPlugin.SLC","2012-10-29 07:57:00",2,TRUE,4412
"RcmdrPlugin.SurvivalT","2012-10-29 07:57:00",1,TRUE,4413
"RcmdrPlugin.TextMining","2012-10-29 07:57:00",1,TRUE,4414
"RcmdrPlugin.coin","2012-10-29 07:57:00",3,TRUE,4415
"RcmdrPlugin.depthTools","2012-10-29 07:57:00",4,TRUE,4416
"Rearrangement","2012-10-29 07:57:00",2,TRUE,4417
"Records","2012-10-29 07:57:00",1,FALSE,4418
"Rhh","2012-10-29 07:57:00",3,TRUE,4419
"Rsundials","2012-10-29 07:57:00",1,TRUE,4420
"Rvelslant","2012-10-29 07:57:00",1,TRUE,4421
"SigWinR","2012-10-29 07:57:00",3,TRUE,4422
"SimultAnR","2012-10-29 07:57:00",2,TRUE,4423
"Stem","2012-10-29 07:57:00",1,FALSE,4424
"TAHMMAnnot","2012-10-29 07:57:00",2,TRUE,4425
"TANOVA","2012-10-29 07:57:00",1,FALSE,4426
"TERAplusB","2012-10-29 07:57:00",1,FALSE,4427
"TRIANGG","2012-10-29 07:57:00",1,TRUE,4428
"TSPC","2012-10-29 07:57:00",1,TRUE,4429
"ThreeGroups","2012-10-29 07:57:00",2,TRUE,4430
"ThreeWay","2012-10-29 07:57:00",5,TRUE,4431
"Tsphere","2012-10-29 07:57:00",1,FALSE,4432
"UScensus2000blkgrp","2012-10-29 07:57:00",1,TRUE,4433
"VBMA4hmm","2012-10-29 07:58:00",1,TRUE,4434
"VizCompX","2012-10-29 07:58:00",1,TRUE,4435
"WaveCD","2012-10-29 07:58:00",1,TRUE,4436
"WaveletCo","2012-10-29 07:58:00",1,TRUE,4437
"ageprior","2012-10-29 07:58:00",1,TRUE,4438
"aggrisk","2012-10-29 07:58:00",1,TRUE,4439
"allanvar","2012-10-29 07:58:00",2,TRUE,4440
"anaglyph","2012-10-29 07:58:00",1,TRUE,4441
"andrews","2012-10-29 07:58:00",1,FALSE,4442
"asd","2012-10-29 07:58:00",3,TRUE,4443
"audit","2012-10-29 07:58:00",1,FALSE,4444
"batade","2012-10-29 07:58:00",1,FALSE,4445
"bayespref","2012-10-29 07:58:00",1,FALSE,4446
"bdpv","2012-10-29 07:58:00",2,TRUE,4447
"betafam","2012-10-29 07:58:00",1,FALSE,4448
"bimetallic","2012-10-29 07:58:00",1,FALSE,4449
"bise","2012-10-29 07:58:00",1,TRUE,4450
"biseVec","2012-10-29 07:58:00",1,TRUE,4451
"bisoreg","2012-10-29 07:58:00",3,TRUE,4452
"bivarRIpower","2012-10-29 07:58:00",1,FALSE,4453
"biwt","2012-10-29 07:58:00",1,FALSE,4454
"caspar","2012-10-29 07:58:00",1,TRUE,4455
"charlson","2012-10-29 07:58:00",1,TRUE,4456
"cheb","2012-10-29 07:58:00",2,TRUE,4457
"codep","2012-10-29 07:58:00",6,TRUE,4458
"coenoflex","2012-10-29 07:58:00",4,TRUE,4459
"colcor","2012-10-29 07:58:00",1,TRUE,4460
"comorbidities","2012-10-29 07:58:00",1,TRUE,4461
"compOverlapCorr","2012-10-29 07:58:00",1,TRUE,4462
"compoisson","2012-10-29 07:58:00",1,FALSE,4463
"cotrend","2012-10-29 07:58:00",1,FALSE,4464
"covRobust","2012-10-29 07:58:00",4,TRUE,4465
"dbConnect","2012-10-29 07:58:00",1,FALSE,4466
"degenes","2012-10-29 07:58:00",2,TRUE,4467
"depthTools","2012-10-29 07:58:00",4,TRUE,4468
"digitize","2012-10-29 07:58:00",2,TRUE,4469
"dinamic","2012-10-29 07:58:00",1,FALSE,4470
"divagis","2012-10-29 07:58:00",1,FALSE,4471
"dpa","2012-10-29 07:58:00",1,FALSE,4472
"dtt","2012-10-29 07:58:00",2,TRUE,4473
"dynCorr","2012-10-29 07:58:00",4,TRUE,4474
"edesign","2012-10-29 07:58:00",6,TRUE,4475
"eigeninv","2012-10-29 07:58:00",1,FALSE,4476
"el.convex","2012-10-29 07:58:00",1,TRUE,4477
"envelope","2012-10-29 07:58:00",1,TRUE,4478
"fdrci","2012-10-29 07:58:00",3,TRUE,4479
"financial","2012-10-29 07:58:00",2,TRUE,4480
"finebalance","2012-10-29 07:58:00",1,TRUE,4481
"fitDRC","2012-10-29 07:58:00",2,TRUE,4482
"flubase","2012-10-29 07:58:00",1,TRUE,4483
"fma","2012-10-29 07:58:00",4,TRUE,4484
"forensic","2012-10-29 07:58:00",1,FALSE,4485
"fpow","2012-10-29 07:58:00",2,TRUE,4486
"frt","2012-10-29 07:58:00",1,FALSE,4487
"gbs","2012-10-29 07:58:00",1,TRUE,4488
"geneARMA","2012-10-29 07:58:00",1,TRUE,4489
"genomatic","2012-10-29 07:58:00",1,TRUE,4490
"globalboosttest","2012-10-29 07:58:00",1,FALSE,4491
"gvlma","2012-10-29 07:58:00",3,TRUE,4492
"gwerAM","2012-10-29 07:58:00",1,FALSE,4493
"holdem","2012-10-29 07:58:00",2,TRUE,4494
"homeR","2012-10-29 07:58:00",3,TRUE,4495
"iBUGS","2012-10-29 07:58:00",4,TRUE,4496
"icomp","2012-10-29 07:59:00",1,TRUE,4497
"igraphtosonia","2012-10-29 07:59:00",1,FALSE,4498
"isopat","2012-10-29 07:59:00",1,FALSE,4499
"klin","2012-10-29 07:59:00",1,FALSE,4500
"knn","2012-10-29 07:59:00",1,TRUE,4501
"labeling","2012-10-29 07:59:00",3,TRUE,4502
"ldlasso","2012-10-29 07:59:00",2,TRUE,4503
"lmec","2012-10-29 07:59:00",1,FALSE,4504
"logregperm","2012-10-29 07:59:00",1,TRUE,4505
"maRketSim","2012-10-29 07:59:00",2,TRUE,4506
"maxLinear","2012-10-29 07:59:00",1,TRUE,4507
"mederrRank","2012-10-29 07:59:00",3,TRUE,4508
"minxent","2012-10-29 07:59:00",1,FALSE,4509
"mixfdr","2012-10-29 07:59:00",1,TRUE,4510
"mmeln","2012-10-29 07:59:00",3,TRUE,4511
"moonsun","2012-10-29 07:59:00",3,TRUE,4512
"motmot","2012-10-29 07:59:00",1,TRUE,4513
"mpa","2012-10-29 07:59:00",1,FALSE,4514
"mtcreator","2012-10-29 07:59:00",1,TRUE,4515
"mtsdi","2012-10-29 07:59:00",2,TRUE,4516
"multisensi","2012-10-29 07:59:00",6,TRUE,4517
"mvShapiroTest","2012-10-29 07:59:00",2,TRUE,4518
"mvsf","2012-10-29 07:59:00",1,FALSE,4519
"ndvits","2012-10-29 07:59:00",2,TRUE,4520
"nlADG","2012-10-29 07:59:00",1,TRUE,4521
"nonbinROC","2012-10-29 07:59:00",1,TRUE,4522
"normwhn.test","2012-10-29 07:59:00",1,FALSE,4523
"ocomposition","2012-10-29 07:59:00",2,TRUE,4524
"omd","2012-10-29 07:59:00",1,FALSE,4525
"oncomodel","2012-10-29 07:59:00",1,FALSE,4526
"opefimor","2012-10-29 07:59:00",3,TRUE,4527
"pGLS","2012-10-29 07:59:00",1,FALSE,4528
"partitionMetric","2012-10-29 07:59:00",2,TRUE,4529
"parviol","2012-10-29 07:59:00",1,FALSE,4530
"pbivnorm","2012-10-29 07:59:00",3,TRUE,4531
"pesticides","2012-10-29 07:59:00",1,FALSE,4532
"phybase","2012-10-29 07:59:00",1,TRUE,4533
"plotSEMM","2012-10-29 07:59:00",5,TRUE,4534
"poibin","2012-10-29 07:59:00",3,TRUE,4535
"poistweedie","2012-10-29 07:59:00",1,FALSE,4536
"powerGWASinteraction","2012-10-29 07:59:00",4,TRUE,4537
"ppMeasures","2012-10-29 07:59:00",2,TRUE,4538
"ppcor","2012-10-29 07:59:00",2,TRUE,4539
"pragma","2012-10-29 07:59:00",1,FALSE,4540
"rateratio.test","2012-10-29 07:59:00",3,TRUE,4541
"rdetools","2012-10-29 07:59:00",1,FALSE,4542
"reams","2012-10-29 07:59:00",1,FALSE,4543
"regsubseq","2012-10-29 07:59:00",2,TRUE,4544
"repolr","2012-10-29 07:59:00",5,TRUE,4545
"review","2012-10-29 07:59:00",3,TRUE,4546
"robustreg","2012-10-29 07:59:00",6,TRUE,4547
"rseedcalc","2012-10-29 07:59:00",4,TRUE,4548
"sddpack","2012-10-29 07:59:00",1,FALSE,4549
"separationplot","2012-10-29 07:59:00",2,TRUE,4550
"sifds","2012-10-29 07:59:00",2,TRUE,4551
"sigclust","2012-10-29 07:59:00",2,TRUE,4552
"sisus","2012-10-29 07:59:00",3,TRUE,4553
"skellam","2012-10-29 07:59:00",4,TRUE,4554
"skewt","2012-10-29 07:59:00",1,FALSE,4555
"smco","2012-10-29 07:59:00",1,FALSE,4556
"smirnov","2012-10-29 07:59:00",2,TRUE,4557
"snort","2012-10-29 07:59:00",1,TRUE,4558
"spssDDI","2012-10-29 07:59:00",2,TRUE,4559
"squash","2012-10-29 07:59:00",4,TRUE,4560
"sra","2012-10-29 07:59:00",2,TRUE,4561
"stepp","2012-10-29 07:59:00",2,TRUE,4562
"survJamda.data","2012-10-29 07:59:00",3,TRUE,4563
"survivalROC","2012-10-29 07:59:00",4,TRUE,4564
"symbols","2012-10-29 07:59:00",1,FALSE,4565
"tilting","2012-10-29 07:59:00",3,TRUE,4566
"trex","2012-10-29 07:59:00",3,TRUE,4567
"trifield","2012-10-29 07:59:00",2,TRUE,4568
"tslars","2012-10-29 07:59:00",1,TRUE,4569
"validator","2012-10-29 07:59:00",1,TRUE,4570
"vegclust","2012-10-29 07:59:00",6,TRUE,4571
"violinmplot","2012-10-29 07:59:00",1,FALSE,4572
"wSVM","2012-10-29 07:59:00",1,FALSE,4573
"wavemulcor","2012-10-29 08:00:00",2,TRUE,4574
"zyp","2012-10-29 08:00:00",3,TRUE,4575
"ACCLMA","2012-10-29 12:13:00",1,FALSE,4576
"APSIMBatch","2012-10-29 12:13:00",1,FALSE,4577
"Agreement","2012-10-29 12:13:00",1,FALSE,4578
"BGSIMD","2012-10-29 12:13:00",1,FALSE,4579
"BiGGR","2012-10-29 12:13:00",2,TRUE,4580
"CARramps","2012-10-29 12:13:00",1,TRUE,4581
"CCM","2012-10-29 12:13:00",2,TRUE,4582
"CFL","2012-10-29 12:13:00",1,TRUE,4583
"CHsharp","2012-10-29 12:13:00",3,TRUE,4584
"CMC","2012-10-29 12:13:00",1,FALSE,4585
"COP","2012-10-29 12:13:00",2,TRUE,4586
"frbs","2012-10-29 12:50:00",6,TRUE,4587
"ScreenClean","2012-10-29 17:26:00",2,TRUE,4588
"HPO.db","2012-10-30 06:27:00",2,TRUE,4589
"gemtc","2012-10-30 12:29:00",18,TRUE,4590
"ReliabilityTheory","2012-10-30 17:35:00",4,TRUE,4591
"cocron","2012-10-30 19:56:00",6,TRUE,4592
"gamclass","2012-10-31 13:16:00",4,TRUE,4593
"randomForestSRC","2012-10-31 16:21:00",26,TRUE,4594
"downloader","2012-11-01 14:49:00",6,TRUE,4595
"openNLPmodels.en","2012-11-01 16:25:00",1,TRUE,4596
"openNLPmodels.es","2012-11-01 16:25:00",1,TRUE,4597
"mcll","2012-11-01 19:24:00",3,TRUE,4598
"timeROC","2012-11-03 12:51:00",3,TRUE,4599
"transmission","2012-11-05 08:01:00",2,TRUE,4600
"attfad","2012-11-05 15:05:00",2,TRUE,4601
"PKI","2012-11-05 19:48:00",4,TRUE,4602
"RSclient","2012-11-05 19:48:00",5,TRUE,4603
"binseqtest","2012-11-05 19:57:00",7,TRUE,4604
"samplingVarEst","2012-11-06 07:01:00",12,TRUE,4605
"plsdepot","2012-11-06 08:01:00",2,TRUE,4606
